type,line of code,function,label
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/llama_vid.py#L281,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/llama_vision.py#L217,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/llava.py#L432,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/llava_hf.py#L389,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/llava_onevision.py#L572,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,generate continuations
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/llava_sglang.py#L164,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/llava_vid.py#L532,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/longva.py#L475,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/mantis.py#L311,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/minicpm_v.py#L223,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/minimonkey.py#L218,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/model_utils/load_video.py#L68,EvolvingLMMs-Lab__lmms-eval/load_video_packet,sample video frames
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/model_utils/load_video.py#L113,EvolvingLMMs-Lab__lmms-eval/read_video_pyav_pil,extract and resize frames
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/model_utils/qwen/qwen_generate_utils.py#L27,EvolvingLMMs-Lab__lmms-eval/pad_batch,pad tokens
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/model_utils/qwen/qwen_generate_utils.py#L108,EvolvingLMMs-Lab__lmms-eval/get_stop_words_ids,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/model_utils/qwen/qwen_generate_utils.py#L238,EvolvingLMMs-Lab__lmms-eval/decode_tokens,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/model_utils/qwen/qwen_generate_utils.py#L337,EvolvingLMMs-Lab__lmms-eval/top_k_logits,filter logits
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/model_utils/qwen/qwen_generate_utils.py#L367,EvolvingLMMs-Lab__lmms-eval/switch,select value
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/mplug_owl_video.py#L198,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/mplug_owl_video/configuration_mplug_owl.py#L251,EvolvingLMMs-Lab__lmms-eval/from_vision_visual_abstractor_text_configs,create configuration
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/mplug_owl_video/modeling_mplug_owl.py#L750,EvolvingLMMs-Lab__lmms-eval/get_attn_gradients,retrieve attention gradients
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/mplug_owl_video/modeling_mplug_owl.py#L756,EvolvingLMMs-Lab__lmms-eval/get_attention_map,generate attention mapping
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/mplug_owl_video/modeling_mplug_owl.py#L1696,EvolvingLMMs-Lab__lmms-eval/prepare_inputs_for_generation,prepare input data
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/mplug_owl_video/processing_mplug_owl.py#L120,EvolvingLMMs-Lab__lmms-eval/detokenize_generations,detokenize tokens
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/ola.py#L708,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/openai_compatible.py#L235,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/phi3v.py#L219,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/phi4_multimodal.py#L349,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/plm.py#L232,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/qwen2_5_omni.py#L324,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/qwen2_5_vl.py#L345,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/qwen2_5_vl_interleave.py#L407,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/qwen2_audio.py#L293,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/qwen2_vl.py#L420,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/qwen_vl.py#L311,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/qwen_vl_api.py#L164,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/reka.py#L197,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/ross.py#L429,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/slime.py#L426,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/srt_api.py#L324,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/tinyllava.py#L440,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/video_chatgpt.py#L207,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/video_chatgpt/model/video_chatgpt.py#L51,EvolvingLMMs-Lab__lmms-eval/initialize_vision_modules,initialize vision modules
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/video_chatgpt/model/video_chatgpt.py#L228,EvolvingLMMs-Lab__lmms-eval/prepare_inputs_for_generation,prepare input data
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/video_chatgpt/model/video_chatgpt.py#L248,EvolvingLMMs-Lab__lmms-eval/initialize_vision_tokenizer,initialize vision tokenizer
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/video_chatgpt/video_conversation.py#L69,EvolvingLMMs-Lab__lmms-eval/get_video_frames,extract video frames
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/video_chatgpt/video_conversation.py#L82,EvolvingLMMs-Lab__lmms-eval/to_gradio_chatbot,convert message format
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/video_llava.py#L213,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/videochat2.py#L507,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/videollama3.py#L246,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/vila.py#L368,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/vita.py#L378,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/vllm.py#L207,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/vora.py#L260,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/whisper.py#L228,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/whisper_vllm.py#L141,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/xcomposer2_4KHD.py#L232,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/xcomposer2_4KHD.py#L284,EvolvingLMMs-Lab__lmms-eval/DATASET_TYPE,check dataset type
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/models/xcomposer2d5.py#L186,EvolvingLMMs-Lab__lmms-eval/generate_until_multi_round,unimplemented function
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/activitynetqa/utils.py#L52,EvolvingLMMs-Lab__lmms-eval/activitynetqa_doc_to_visual,find video path
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/activitynetqa/utils.py#L63,EvolvingLMMs-Lab__lmms-eval/activitynetqa_doc_to_text,generate question prompt
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/activitynetqa/utils.py#L89,EvolvingLMMs-Lab__lmms-eval/activitynetqa_doc_to_answer,extract answer
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/activitynetqa/utils.py#L210,EvolvingLMMs-Lab__lmms-eval/activitynetqa_gpt_eval,evaluate predictions
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/activitynetqa/utils.py#L246,EvolvingLMMs-Lab__lmms-eval/activitynetqa_aggregate_score,calculate average score
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/activitynetqa/utils.py#L268,EvolvingLMMs-Lab__lmms-eval/activitynetqa_aggregate_accuracy,calculate accuracy
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/ai2d/utils.py#L7,EvolvingLMMs-Lab__lmms-eval/ai2d_doc_to_text,generate prompt text
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/ai2d/utils.py#L27,EvolvingLMMs-Lab__lmms-eval/ai2d_doc_to_visual,convert image to rgb
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/ai2d/utils.py#L31,EvolvingLMMs-Lab__lmms-eval/ai2d_doc_to_target,extract target label
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/air_bench/utils.py#L18,EvolvingLMMs-Lab__lmms-eval/air_bench_doc_to_audio,extract audio
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/air_bench/utils.py#L22,EvolvingLMMs-Lab__lmms-eval/air_bench_doc_to_text_chat,concatenate prompts
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/air_bench/utils.py#L166,EvolvingLMMs-Lab__lmms-eval/air_bench_doc_to_text_foundation,format question and answers
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/air_bench/utils.py#L175,EvolvingLMMs-Lab__lmms-eval/air_bench_doc_to_target_foundation,extract ground truth
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/air_bench/utils.py#L179,EvolvingLMMs-Lab__lmms-eval/air_bench_doc_to_choice_foundation,extract choices
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/alpaca_audio/utils.py#L18,EvolvingLMMs-Lab__lmms-eval/doc_to_audio,extract context
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/av_odyssey/utils.py#L71,EvolvingLMMs-Lab__lmms-eval/av_odyssey_doc_to_visual,extract filepath
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/av_odyssey/utils.py#L128,EvolvingLMMs-Lab__lmms-eval/av_odyssey_doc_to_text,convert message format
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L56,EvolvingLMMs-Lab__lmms-eval/capability_doc_to_visual,convert documents
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L69,EvolvingLMMs-Lab__lmms-eval/capability_doc_to_text,retrieve prompt
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L148,EvolvingLMMs-Lab__lmms-eval/capability_aggregate_precision,calculate precision
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L156,EvolvingLMMs-Lab__lmms-eval/capability_aggregate_recall,calculate recall
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L164,EvolvingLMMs-Lab__lmms-eval/capability_aggregate_f1score,calculate f1 score
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L203,EvolvingLMMs-Lab__lmms-eval/post_validate_format_event,validate event format
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L212,EvolvingLMMs-Lab__lmms-eval/post_process_event,extract score
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L215,EvolvingLMMs-Lab__lmms-eval/post_validate_format_action,validate response format
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L224,EvolvingLMMs-Lab__lmms-eval/post_process_action,extract score
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L227,EvolvingLMMs-Lab__lmms-eval/post_validate_format_object_category,validate response format
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L236,EvolvingLMMs-Lab__lmms-eval/post_process_object_category,extract score
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L239,EvolvingLMMs-Lab__lmms-eval/post_validate_format_object_number,validate object number
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L258,EvolvingLMMs-Lab__lmms-eval/post_process_object_number,extract score
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L261,EvolvingLMMs-Lab__lmms-eval/post_validate_format_dynamic_object_number,validate object number
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L282,EvolvingLMMs-Lab__lmms-eval/post_process_dynamic_object_number,extract scores
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L288,EvolvingLMMs-Lab__lmms-eval/post_validate_format_object_color,validate object color
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L311,EvolvingLMMs-Lab__lmms-eval/post_process_object_color,extract score
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L314,EvolvingLMMs-Lab__lmms-eval/post_validate_format_spatial_relation,validate spatial relation
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L323,EvolvingLMMs-Lab__lmms-eval/post_process_spatial_relation,extract score
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L326,EvolvingLMMs-Lab__lmms-eval/post_validate_format_scene,validate scene format
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L335,EvolvingLMMs-Lab__lmms-eval/post_process_scene,extract score
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L338,EvolvingLMMs-Lab__lmms-eval/post_validate_format_camera_angle,validate camera angle format
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L352,EvolvingLMMs-Lab__lmms-eval/post_process_camera_angle,check camera angle
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L360,EvolvingLMMs-Lab__lmms-eval/post_validate_format_camera_movement,validate camera movement format
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L374,EvolvingLMMs-Lab__lmms-eval/post_process_camera_movement,check movement status
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L382,EvolvingLMMs-Lab__lmms-eval/post_validate_format_OCR,validate ocr response
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L391,EvolvingLMMs-Lab__lmms-eval/post_process_OCR,extract ocr score
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L394,EvolvingLMMs-Lab__lmms-eval/post_validate_format_style,validate response format
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L408,EvolvingLMMs-Lab__lmms-eval/post_process_style,check prediction status
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L416,EvolvingLMMs-Lab__lmms-eval/post_validate_format_character_identification,validate character identification
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/capability/utils.py#L425,EvolvingLMMs-Lab__lmms-eval/post_process_character_identification,extract identification score
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/charades_sta/eval_tvg.py#L19,EvolvingLMMs-Lab__lmms-eval/write_json,save json file
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/charades_sta/utils.py#L46,EvolvingLMMs-Lab__lmms-eval/temporal_grounding_doc_to_visual,resolve video path
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/charades_sta/utils.py#L59,EvolvingLMMs-Lab__lmms-eval/temporal_grounding_doc_to_text,generate prompt text
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/charades_sta/utils.py#L73,EvolvingLMMs-Lab__lmms-eval/temporal_grounding_doc_to_answer,extract timestamp
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/charades_sta/utils.py#L83,EvolvingLMMs-Lab__lmms-eval/temporal_grounding_aggregate_charades,aggregate charades results
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/chartqa/utils.py#L1,EvolvingLMMs-Lab__lmms-eval/chartqa_doc_to_visual,convert image to rgb
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/chartqa/utils.py#L5,EvolvingLMMs-Lab__lmms-eval/chartqa_doc_to_text,generate prompt text
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/cinepile/utils.py#L17,EvolvingLMMs-Lab__lmms-eval/cinepile_doc_to_visual,generate video path
api,https://github.com/EvolvingLMMs-Lab/lmms-eval/blob/c4a31289c56a673aba99d2015a1db1decf5308e7/lmms_eval/tasks/cinepile/utils.py#L61,EvolvingLMMs-Lab__lmms-eval/cinepile_doc_to_text,generate model input
